fips,county_name,state,state_long,msa_type,msa_name,final_cluster,plain_label,assignment_confidence,assignment_margin,second_best_cluster,second_best_label
01051,Elmore County,AL,Alabama,Metro,"Montgomery, AL",2,Lower-tax severe-storm casualty counties,0.9960050917369759,0.9920102558711138,7,High-risk inland-flood and storm-injury counties
01053,Escambia County,AL,Alabama,,,2,Lower-tax severe-storm casualty counties,0.9728462054276803,0.9457048641665935,7,High-risk inland-flood and storm-injury counties
01055,Etowah County,AL,Alabama,Metro,"Gadsden, AL",6,Lower-wage tornado and storm-injury counties,0.9975071486140115,0.9950143015372074,7,High-risk inland-flood and storm-injury counties
01057,Fayette County,AL,Alabama,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9621901481422953,0.9259288460312141,3,Older wildfire and mountain-hazard housing-market counties
01059,Franklin County,AL,Alabama,,,6,Lower-wage tornado and storm-injury counties,0.9958714947404624,0.9917430321697082,7,High-risk inland-flood and storm-injury counties
01061,Geneva County,AL,Alabama,Metro,"Dothan, AL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9837012001313209,0.9703978424686952,7,High-risk inland-flood and storm-injury counties
01063,Greene County,AL,Alabama,,,6,Lower-wage tornado and storm-injury counties,0.9334440379940419,0.8668880767665678,7,High-risk inland-flood and storm-injury counties
01065,Hale County,AL,Alabama,Metro,"Tuscaloosa, AL",2,Lower-tax severe-storm casualty counties,0.9174003836211604,0.8369979985939163,7,High-risk inland-flood and storm-injury counties
01067,Henry County,AL,Alabama,Metro,"Dothan, AL",2,Lower-tax severe-storm casualty counties,0.9963398397069663,0.9926796956094398,7,High-risk inland-flood and storm-injury counties
01069,Houston County,AL,Alabama,Metro,"Dothan, AL",2,Lower-tax severe-storm casualty counties,0.736628950396575,0.4732579129768723,7,High-risk inland-flood and storm-injury counties
01071,Jackson County,AL,Alabama,Micro,"Scottsboro, AL",2,Lower-tax severe-storm casualty counties,0.9972045562172906,0.9944091261857516,7,High-risk inland-flood and storm-injury counties
01073,Jefferson County,AL,Alabama,Metro,"Birmingham-Hoover, AL",7,High-risk inland-flood and storm-injury counties,0.8685508320573756,0.7371016752898507,2,Lower-tax severe-storm casualty counties
01075,Lamar County,AL,Alabama,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.7951616675019226,0.5966095889288554,3,Older wildfire and mountain-hazard housing-market counties
01077,Lauderdale County,AL,Alabama,Metro,"Florence-Muscle Shoals, AL",2,Lower-tax severe-storm casualty counties,0.9980436797478051,0.99608736210298,7,High-risk inland-flood and storm-injury counties
01079,Lawrence County,AL,Alabama,Metro,"Decatur, AL",2,Lower-tax severe-storm casualty counties,0.9950916726553857,0.9901833513281458,7,High-risk inland-flood and storm-injury counties
01081,Lee County,AL,Alabama,Metro,"Auburn-Opelika, AL",2,Lower-tax severe-storm casualty counties,0.9834716869268488,0.9669433766837922,7,High-risk inland-flood and storm-injury counties
01083,Limestone County,AL,Alabama,Metro,"Huntsville, AL",7,High-risk inland-flood and storm-injury counties,0.6212082835666597,0.26148687788621394,0,"Transfer-reliant, temperature-variable severe-storm counties"
01085,Lowndes County,AL,Alabama,Metro,"Montgomery, AL",6,Lower-wage tornado and storm-injury counties,0.6177817804083885,0.23556356084565772,7,High-risk inland-flood and storm-injury counties
01087,Macon County,AL,Alabama,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.7213548966917883,0.4473594156932197,3,Older wildfire and mountain-hazard housing-market counties
01089,Madison County,AL,Alabama,Metro,"Huntsville, AL",7,High-risk inland-flood and storm-injury counties,0.9981234608197689,0.996246921990346,2,Lower-tax severe-storm casualty counties
01091,Marengo County,AL,Alabama,,,2,Lower-tax severe-storm casualty counties,0.9549790459225511,0.9102889124708446,7,High-risk inland-flood and storm-injury counties
01093,Marion County,AL,Alabama,,,6,Lower-wage tornado and storm-injury counties,0.9988312713321552,0.9976625467064337,7,High-risk inland-flood and storm-injury counties
01095,Marshall County,AL,Alabama,Micro,"Albertville, AL",2,Lower-tax severe-storm casualty counties,0.9804811557215546,0.9609623163826306,7,High-risk inland-flood and storm-injury counties
01097,Mobile County,AL,Alabama,Metro,"Mobile, AL",7,High-risk inland-flood and storm-injury counties,0.9607443658123191,0.9214887409366662,2,Lower-tax severe-storm casualty counties
01099,Monroe County,AL,Alabama,,,3,Older wildfire and mountain-hazard housing-market counties,0.6908949517894591,0.47537971787549893,7,High-risk inland-flood and storm-injury counties
01101,Montgomery County,AL,Alabama,Metro,"Montgomery, AL",2,Lower-tax severe-storm casualty counties,0.99088397359164,0.9817679477043604,7,High-risk inland-flood and storm-injury counties
01103,Morgan County,AL,Alabama,Metro,"Decatur, AL",2,Lower-tax severe-storm casualty counties,0.9944460541010335,0.9888921232250535,7,High-risk inland-flood and storm-injury counties
01105,Perry County,AL,Alabama,,,3,Older wildfire and mountain-hazard housing-market counties,0.9827740567835341,0.9680941538792235,7,High-risk inland-flood and storm-injury counties
01107,Pickens County,AL,Alabama,Metro,"Tuscaloosa, AL",2,Lower-tax severe-storm casualty counties,0.8814169530298995,0.7632037622405393,7,High-risk inland-flood and storm-injury counties
01109,Pike County,AL,Alabama,Micro,"Troy, AL",6,Lower-wage tornado and storm-injury counties,0.9861494436989591,0.9722989045009652,7,High-risk inland-flood and storm-injury counties
01111,Randolph County,AL,Alabama,,,6,Lower-wage tornado and storm-injury counties,0.9986438525558009,0.9972877105934145,7,High-risk inland-flood and storm-injury counties
01113,Russell County,AL,Alabama,Metro,"Columbus, GA-AL",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9927696945850932,0.9876490101967913,3,Older wildfire and mountain-hazard housing-market counties
01115,St. Clair County,AL,Alabama,Metro,"Birmingham-Hoover, AL",6,Lower-wage tornado and storm-injury counties,0.9945809328445181,0.9891619249109872,7,High-risk inland-flood and storm-injury counties
01117,Shelby County,AL,Alabama,Metro,"Birmingham-Hoover, AL",2,Lower-tax severe-storm casualty counties,0.7859718635522966,0.5719671918910069,7,High-risk inland-flood and storm-injury counties
01119,Sumter County,AL,Alabama,,,6,Lower-wage tornado and storm-injury counties,0.9844389076289274,0.9688778152587297,7,High-risk inland-flood and storm-injury counties
01121,Talladega County,AL,Alabama,Micro,"Talladega-Sylacauga, AL",2,Lower-tax severe-storm casualty counties,0.9987146411533939,0.9974292924017344,7,High-risk inland-flood and storm-injury counties
01123,Tallapoosa County,AL,Alabama,,,6,Lower-wage tornado and storm-injury counties,0.9870378729370658,0.9740758905174839,7,High-risk inland-flood and storm-injury counties
01125,Tuscaloosa County,AL,Alabama,Metro,"Tuscaloosa, AL",2,Lower-tax severe-storm casualty counties,0.9964947933530943,0.992989595983468,7,High-risk inland-flood and storm-injury counties
01127,Walker County,AL,Alabama,Metro,"Birmingham-Hoover, AL",6,Lower-wage tornado and storm-injury counties,0.9972196554745859,0.994439329693604,7,High-risk inland-flood and storm-injury counties
01129,Washington County,AL,Alabama,,,7,High-risk inland-flood and storm-injury counties,0.7558596701840448,0.52863616337931,3,Older wildfire and mountain-hazard housing-market counties
01131,Wilcox County,AL,Alabama,,,3,Older wildfire and mountain-hazard housing-market counties,0.7503349945729166,0.5247977388934711,0,"Transfer-reliant, temperature-variable severe-storm counties"
01133,Winston County,AL,Alabama,,,3,Older wildfire and mountain-hazard housing-market counties,0.9250337551383213,0.8619673214161867,0,"Transfer-reliant, temperature-variable severe-storm counties"
02010,Aleutian Islands Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02013,Aleutians East Borough,AK,Alaska,,,7,High-risk inland-flood and storm-injury counties,0.6934005969750493,0.3868012012885211,3,Older wildfire and mountain-hazard housing-market counties
02016,Aleutians West Census Area,AK,Alaska,,,7,High-risk inland-flood and storm-injury counties,0.6864282242136589,0.372856476965883,3,Older wildfire and mountain-hazard housing-market counties
02020,Anchorage Municipality,AK,Alaska,Metro,"Anchorage, AK",7,High-risk inland-flood and storm-injury counties,0.9879571662736479,0.9759143325547682,3,Older wildfire and mountain-hazard housing-market counties
02030,Angoon Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02040,Barrow-North Slope Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9992032032595395,0.9985617837618387,3,Older wildfire and mountain-hazard housing-market counties
02050,Bethel Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9970054225497563,0.994011305375199,7,High-risk inland-flood and storm-injury counties
02060,Bristol Bay Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9314126268427355,0.862827295192082,7,High-risk inland-flood and storm-injury counties
02063,Chugach Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.7110279242192262,0.5074318460841445,7,High-risk inland-flood and storm-injury counties
02066,Copper River Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9558785516861884,0.9117575804865456,7,High-risk inland-flood and storm-injury counties
02068,Denali Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.8478707104170643,0.6957595835698798,7,High-risk inland-flood and storm-injury counties
02070,Dillingham Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9916778071806827,0.9833558450166646,7,High-risk inland-flood and storm-injury counties
02080,Cordova McCarthy Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02090,Fairbanks North Star Borough,AK,Alaska,Metro,"Fairbanks, AK",3,Older wildfire and mountain-hazard housing-market counties,0.9632964466052483,0.9265957132432292,7,High-risk inland-flood and storm-injury counties
02100,Haines Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.6342885467298894,0.26859928273986233,7,High-risk inland-flood and storm-injury counties
02105,Hoonah-Angoon Census Area,AK,Alaska,,,7,High-risk inland-flood and storm-injury counties,0.985701184958768,0.9714031423301853,3,Older wildfire and mountain-hazard housing-market counties
02110,Juneau City and Borough,AK,Alaska,Micro,"Juneau, AK",3,Older wildfire and mountain-hazard housing-market counties,0.789112081047348,0.5782609912017795,7,High-risk inland-flood and storm-injury counties
02120,Kenai-Cook Inlet Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02122,Kenai Peninsula Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9080188653026064,0.8160377306716237,7,High-risk inland-flood and storm-injury counties
02130,Ketchikan Gateway Borough,AK,Alaska,Micro,"Ketchikan, AK",7,High-risk inland-flood and storm-injury counties,0.5190220239475607,0.03812428539040308,3,Older wildfire and mountain-hazard housing-market counties
02140,Kobuk Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02150,Kodiak Island Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.7458207727822026,0.4916709970712124,7,High-risk inland-flood and storm-injury counties
02158,Kusilvak Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9952569319804384,0.9905161316621038,7,High-risk inland-flood and storm-injury counties
02160,Kuskokwim Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02164,Lake and Peninsula Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.750375104029786,0.5007506103288968,7,High-risk inland-flood and storm-injury counties
02170,Matanuska-Susitna Borough,AK,Alaska,Metro,"Anchorage, AK",3,Older wildfire and mountain-hazard housing-market counties,0.8453773460720813,0.6907547985298288,7,High-risk inland-flood and storm-injury counties
02180,Nome Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9866877886292099,0.9734917458506258,7,High-risk inland-flood and storm-injury counties
02185,North Slope Borough,AK,Alaska,,,7,High-risk inland-flood and storm-injury counties,0.5878400862557652,0.17578891088360782,3,Older wildfire and mountain-hazard housing-market counties
02188,Northwest Arctic Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9964028621789451,0.9928064419814534,7,High-risk inland-flood and storm-injury counties
02190,Outer Ketchikan Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02195,Petersburg Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.7738039162010909,0.5493114205559166,7,High-risk inland-flood and storm-injury counties
02198,Prince of Wales-Hyder Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.7442909330131537,0.4886004173273481,7,High-risk inland-flood and storm-injury counties
02200,Prince of Wales Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02201,Prince of Wales-Outer Ketchikan Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9989884051871879,0.9982017416514835,4,"High-premium, high-tax low-hazard counties"
02210,Seward Division,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.5448702479283167,0.0939683122016654,0,"Transfer-reliant, temperature-variable severe-storm counties"
02220,Sitka City and Borough,AK,Alaska,,,7,High-risk inland-flood and storm-injury counties,0.9975567449472486,0.9951134901543929,3,Older wildfire and mountain-hazard housing-market counties
02230,Skagway Municipality,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.8604326193329612,0.721334579307626,7,High-risk inland-flood and storm-injury counties
02231,Skagway-Yakutat-Angoon Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9977956874178964,0.9961883467863015,3,Older wildfire and mountain-hazard housing-market counties
02232,Skagway-Hoonah-Angoon Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9989761315402125,0.9980089281337563,4,"High-premium, high-tax low-hazard counties"
02240,Southeast Fairbanks Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9961086893790811,0.9922173917402977,7,High-risk inland-flood and storm-injury counties
02250,Upper Yukon Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02260,Valdez-Chitina-Whittier Division,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9998686547252186,0.9997783761005599,4,"High-premium, high-tax low-hazard counties"
02261,Valdez-Cordova Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9997538221058848,0.9996130411964462,4,"High-premium, high-tax low-hazard counties"
02270,Wade Hampton Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9828449698530284,0.9663372617901854,4,"High-premium, high-tax low-hazard counties"
02275,Wrangell City and Borough,AK,Alaska,,,7,High-risk inland-flood and storm-injury counties,0.7032530690970472,0.412832744034164,3,Older wildfire and mountain-hazard housing-market counties
02280,Wrangell-Petersburg Census Area,AK,Alaska,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9988724688901844,0.9977993898196762,4,"High-premium, high-tax low-hazard counties"
02282,Yakutat City and Borough,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9666329698202338,0.9342721501469375,7,High-risk inland-flood and storm-injury counties
02290,Yukon-Koyukuk Census Area,AK,Alaska,,,3,Older wildfire and mountain-hazard housing-market counties,0.9867405112660605,0.9734827103689438,7,High-risk inland-flood and storm-injury counties
04001,Apache County,AZ,Arizona,,,3,Older wildfire and mountain-hazard housing-market counties,0.6837466270991459,0.3674932542061444,7,High-risk inland-flood and storm-injury counties
04003,Cochise County,AZ,Arizona,Metro,"Sierra Vista-Douglas, AZ",7,High-risk inland-flood and storm-injury counties,0.9995309534535547,0.9990619689504427,2,Lower-tax severe-storm casualty counties
04005,Coconino County,AZ,Arizona,Metro,"Flagstaff, AZ",7,High-risk inland-flood and storm-injury counties,1.0,0.9999999999999997,2,Lower-tax severe-storm casualty counties
04007,Gila County,AZ,Arizona,Micro,"Payson, AZ",7,High-risk inland-flood and storm-injury counties,0.9999999988072759,0.9999999976158257,5,Cold-region severe-storm casualty counties
04009,Graham County,AZ,Arizona,Micro,"Safford, AZ",7,High-risk inland-flood and storm-injury counties,0.9561906755048809,0.9124687913679869,2,Lower-tax severe-storm casualty counties
04011,Greenlee County,AZ,Arizona,,,3,Older wildfire and mountain-hazard housing-market counties,0.9950942773356852,0.9901886252361848,7,High-risk inland-flood and storm-injury counties
04012,La Paz County,AZ,Arizona,,,7,High-risk inland-flood and storm-injury counties,0.9987196058890313,0.997987851590059,1,High-tax northern housing-market storm-risk counties
04013,Maricopa County,AZ,Arizona,Metro,"Phoenix-Mesa-Scottsdale, AZ",7,High-risk inland-flood and storm-injury counties,1.0,1.0,1,High-tax northern housing-market storm-risk counties
04015,Mohave County,AZ,Arizona,Metro,"Lake Havasu City-Kingman, AZ",7,High-risk inland-flood and storm-injury counties,0.9999999999999929,0.9999999999999857,2,Lower-tax severe-storm casualty counties
04017,Navajo County,AZ,Arizona,Micro,"Show Low, AZ",7,High-risk inland-flood and storm-injury counties,0.9991692825942671,0.9983385651923328,5,Cold-region severe-storm casualty counties
04019,Pima County,AZ,Arizona,Metro,"Tucson, AZ",7,High-risk inland-flood and storm-injury counties,0.9999999999889013,0.9999999999813363,2,Lower-tax severe-storm casualty counties
04021,Pinal County,AZ,Arizona,Metro,"Phoenix-Mesa-Scottsdale, AZ",7,High-risk inland-flood and storm-injury counties,0.9999471016882422,0.9999078348366541,6,Lower-wage tornado and storm-injury counties
04023,Santa Cruz County,AZ,Arizona,Micro,"Nogales, AZ",7,High-risk inland-flood and storm-injury counties,0.9999877360204501,0.9999754889936547,2,Lower-tax severe-storm casualty counties
04025,Yavapai County,AZ,Arizona,Metro,"Prescott, AZ",7,High-risk inland-flood and storm-injury counties,1.0,0.9999999999999994,5,Cold-region severe-storm casualty counties
04027,Yuma County,AZ,Arizona,Metro,"Yuma, AZ",7,High-risk inland-flood and storm-injury counties,0.8432469150061961,0.7663246789070925,3,Older wildfire and mountain-hazard housing-market counties
05001,Arkansas County,AR,Arkansas,,,5,Cold-region severe-storm casualty counties,0.9995480627922829,0.9990961334900821,7,High-risk inland-flood and storm-injury counties
05003,Ashley County,AR,Arkansas,,,6,Lower-wage tornado and storm-injury counties,0.9986054505545127,0.9972113235760475,7,High-risk inland-flood and storm-injury counties
05005,Baxter County,AR,Arkansas,Micro,"Mountain Home, AR",2,Lower-tax severe-storm casualty counties,0.9806942339594967,0.9620632954747641,7,High-risk inland-flood and storm-injury counties
05007,Benton County,AR,Arkansas,Metro,"Fayetteville-Springdale-Rogers, AR-MO",7,High-risk inland-flood and storm-injury counties,0.9980165178919845,0.9963448576270024,2,Lower-tax severe-storm casualty counties
05009,Boone County,AR,Arkansas,Micro,"Harrison, AR",2,Lower-tax severe-storm casualty counties,0.9668539447715215,0.9337428668526044,7,High-risk inland-flood and storm-injury counties
05011,Bradley County,AR,Arkansas,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9997547041546292,0.9995790961896097,3,Older wildfire and mountain-hazard housing-market counties
05013,Calhoun County,AR,Arkansas,Micro,"Camden, AR",0,"Transfer-reliant, temperature-variable severe-storm counties",0.8406338707240977,0.6822448566221797,3,Older wildfire and mountain-hazard housing-market counties
05015,Carroll County,AR,Arkansas,,,5,Cold-region severe-storm casualty counties,0.9997448233767059,0.9994902960518204,7,High-risk inland-flood and storm-injury counties
05017,Chicot County,AR,Arkansas,,,6,Lower-wage tornado and storm-injury counties,0.9976945764578293,0.995389153356313,7,High-risk inland-flood and storm-injury counties
05019,Clark County,AR,Arkansas,Micro,"Arkadelphia, AR",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9640928640064104,0.9326934854459172,4,"High-premium, high-tax low-hazard counties"
05021,Clay County,AR,Arkansas,,,5,Cold-region severe-storm casualty counties,0.9993387671384221,0.9986802153331942,7,High-risk inland-flood and storm-injury counties
05023,Cleburne County,AR,Arkansas,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9994428771380084,0.9990090081555046,4,"High-premium, high-tax low-hazard counties"
05025,Cleveland County,AR,Arkansas,Metro,"Pine Bluff, AR",0,"Transfer-reliant, temperature-variable severe-storm counties",0.7496720647365556,0.5021604104401719,3,Older wildfire and mountain-hazard housing-market counties
05027,Columbia County,AR,Arkansas,Micro,"Magnolia, AR",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9991660661581315,0.9985873576515757,4,"High-premium, high-tax low-hazard counties"
05029,Conway County,AR,Arkansas,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.8754942251403549,0.8129447741123894,7,High-risk inland-flood and storm-injury counties
05031,Craighead County,AR,Arkansas,Metro,"Jonesboro, AR",2,Lower-tax severe-storm casualty counties,0.9944946083602336,0.9889897763052422,7,High-risk inland-flood and storm-injury counties
05033,Crawford County,AR,Arkansas,Metro,"Fort Smith, AR-OK",2,Lower-tax severe-storm casualty counties,0.9961099381158767,0.9922226385751037,7,High-risk inland-flood and storm-injury counties
05035,Crittenden County,AR,Arkansas,Metro,"Memphis, TN-MS-AR",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9997635653684817,0.9995366738393124,7,High-risk inland-flood and storm-injury counties
05037,Cross County,AR,Arkansas,,,2,Lower-tax severe-storm casualty counties,0.9993882171638968,0.9987764376698401,7,High-risk inland-flood and storm-injury counties
05039,Dallas County,AR,Arkansas,,,3,Older wildfire and mountain-hazard housing-market counties,0.5797406565196996,0.16300977306001935,0,"Transfer-reliant, temperature-variable severe-storm counties"
05041,Desha County,AR,Arkansas,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9996471418260199,0.9994382976624255,4,"High-premium, high-tax low-hazard counties"
05043,Drew County,AR,Arkansas,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9922014111085546,0.9847472753966572,4,"High-premium, high-tax low-hazard counties"
05045,Faulkner County,AR,Arkansas,Metro,"Little Rock-North Little Rock-Conway, AR",7,High-risk inland-flood and storm-injury counties,0.794949263933033,0.5920994651416118,6,Lower-wage tornado and storm-injury counties
05047,Franklin County,AR,Arkansas,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9995469161044404,0.9992552670630575,4,"High-premium, high-tax low-hazard counties"
05049,Fulton County,AR,Arkansas,,,0,"Transfer-reliant, temperature-variable severe-storm counties",0.9963701454221899,0.9942152635055833,3,Older wildfire and mountain-hazard housing-market counties
05051,Garland County,AR,Arkansas,Metro,"Hot Springs, AR",6,Lower-wage tornado and storm-injury counties,0.9673641727619765,0.9348046686810572,7,High-risk inland-flood and storm-injury counties
05053,Grant County,AR,Arkansas,Metro,"Little Rock-North Little Rock-Conway, AR",0,"Transfer-reliant, temperature-variable severe-storm counties",0.9994758657397597,0.9991482603382132,4,"High-premium, high-tax low-hazard counties"
05055,Greene County,AR,Arkansas,Micro,"Paragould, AR",6,Lower-wage tornado and storm-injury counties,0.9968679771525527,0.9937389503151147,7,High-risk inland-flood and storm-injury counties
