final_cluster,plain_label,feature,standardized_median_lift
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_sold_above_list_mean_last_12,-0.044839813077271105
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_sold_above_list_change_12,0.001348237016145614
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_sold_above_list_change_36,-0.15296671966201364
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_sold_above_list_slope,0.0025905382945515453
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_sold_above_list_volatility,-0.015471100496370885
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_avg_sale_to_list_latest,-0.10526785998075143
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_avg_sale_to_list_mean_last_12,-0.11634606119292207
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_avg_sale_to_list_change_12,-0.014887316787439939
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_avg_sale_to_list_change_36,-0.017579229104215655
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_avg_sale_to_list_slope,0.0017426141701777818
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_avg_sale_to_list_volatility,0.09205446313172976
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_new_listings_change_12,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_new_listings_change_36,-0.049585137942736356
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_new_listings_slope,0.010792162284703987
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_new_listings_volatility,-0.028062114521625717
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_homes_sold_change_12,0.03674142977888437
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_homes_sold_change_36,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_homes_sold_slope,0.020076987025582717
0,"Transfer-reliant, temperature-variable severe-storm counties",housing_homes_sold_volatility,-0.02511011667109715
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_risk_score,-0.27803383961092426
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_risk_value_per_capita,-0.014373289482739221
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_avalanche_score,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_avalanche_pct_nation,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_coastal_flooding_score,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_coastal_flooding_pct_nation,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_cold_wave_score,-0.11107722587556204
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_cold_wave_pct_nation,-0.11050355698114855
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_drought_score,0.2820762977917011
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_drought_pct_nation,0.2768579727316352
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_earthquake_score,0.09643144541256993
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_earthquake_pct_nation,0.09631373630924661
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_hail_score,0.15363801732105645
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_hail_pct_nation,0.1534434472879941
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_hurricane_score,0.1417115159715495
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_hurricane_pct_nation,0.10204190359560056
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_heat_wave_score,0.05065948984380122
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_heat_wave_pct_nation,0.05024936249837451
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_inland_flooding_score,-0.19759270181968075
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_inland_flooding_pct_nation,-0.19760727778122383
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_ice_storm_score,0.15421559681925903
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_ice_storm_pct_nation,0.1512292924166616
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_landslide_score,-0.25839251396834695
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_landslide_pct_nation,-0.2583705164183859
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_lightning_score,-0.1851011914261079
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_lightning_pct_nation,-0.1851721046283823
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_strong_wind_score,0.019288428303827286
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_strong_wind_pct_nation,0.01921289217374265
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_tornado_score,0.21749124332356734
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_tornado_pct_nation,0.2176421026178507
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_tsunami_score,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_tsunami_pct_nation,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_volcanic_activity_score,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_volcanic_activity_pct_nation,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_wildfire_score,-0.3785568131061673
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_wildfire_pct_nation,-0.37876769214000455
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_winter_weather_score,-0.3311164336008843
0,"Transfer-reliant, temperature-variable severe-storm counties",nri_hazard_winter_weather_pct_nation,-0.330380177260731
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_latest_mean,-0.10356596295431628
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_latest_median,-0.08979959594869301
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_latest_percentiles_mean_nationally,-0.18530321856851123
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_latest_percentiles_mean_within_state,-0.1920883989904571
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_latest_percentiles_median_nationally,-0.16105564792008084
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_latest_percentiles_median_within_state,-0.24573392192981877
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_growth_mean_cagr,-0.07166793929701178
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_growth_median_cagr,-0.16279431369401198
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_growth_percentiles_mean_cagr_nationally,-0.12295227315705766
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_growth_percentiles_mean_cagr_within_state,-0.044991734350802684
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_growth_percentiles_median_cagr_nationally,-0.2580272430520351
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_growth_percentiles_median_cagr_within_state,-0.07960096908082819
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_average_mean,-0.10136731723831707
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_average_median,-0.01956428384708735
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_mean_latest,-0.10356596295431628
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_mean_mean_last_12,-0.10137443149594691
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_mean_slope,-0.06363913980325432
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_mean_volatility,-0.11519768290750756
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_median_latest,-0.08979959594869301
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_median_mean_last_12,-0.019559732161027726
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_median_slope,-0.09496703821893403
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_premium_historical_median_volatility,-0.12438499697733804
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_latest_non_renewal_rate,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_latest_percentiles_non_renewal_rate_nationally,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_latest_percentiles_non_renewal_rate_within_state,0.032875943506337976
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_growth_non_renewal_rate_cagr,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_growth_percentiles_non_renewal_rate_cagr_nationally,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_growth_percentiles_non_renewal_rate_cagr_within_state,0.04096726910487372
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_average_non_renewal_rate,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_historical_non_renewal_rate_latest,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_historical_non_renewal_rate_mean_last_12,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_historical_non_renewal_rate_slope,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",insurance_nonrenewal_historical_non_renewal_rate_volatility,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_effective_tax_rate_2024_value,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_effective_tax_rate_2024_percentile_nationally,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_effective_tax_rate_2024_percentile_within_state,-0.13854823757163678
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_inflation_adjusted_change_in_property_taxes_paid_2023_2024_value,-0.048197306792530065
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_inflation_adjusted_change_in_property_taxes_paid_2023_2024_percentile_nationally,-0.10380767162059591
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_inflation_adjusted_change_in_property_taxes_paid_2023_2024_percentile_within_state,-0.1384421705186619
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_median_property_taxes_paid_2024_value,-0.16198520269024116
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_median_property_taxes_paid_2024_percentile_nationally,-0.36458345315343754
0,"Transfer-reliant, temperature-variable severe-storm counties",property_tax_median_property_taxes_paid_2024_percentile_within_state,-0.24225302810619864
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_damage_total_percentile_nationally_sum,-0.13633869996518164
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_damage_total_percentile_nationally_mean,-0.14218835583577188
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_damage_total_percentile_nationally_max,-0.21278043956805162
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_event_count_percentile_nationally_sum,-0.2515346949932522
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_event_count_percentile_nationally_mean,-0.24597689475216894
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_event_count_percentile_nationally_max,-0.2650579233436796
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_deaths_total_percentile_nationally_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_deaths_total_percentile_nationally_mean,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_deaths_total_percentile_nationally_max,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_injuries_total_percentile_nationally_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_injuries_total_percentile_nationally_mean,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_total_injuries_total_percentile_nationally_max,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_debris_flow_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_drought_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_dust_devil_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_dust_storm_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_excessive_heat_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_flash_flood_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_flood_sum,-0.05070268999693978
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_funnel_cloud_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_hail_sum,-0.06765539272307827
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_heat_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_heavy_rain_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_heavy_snow_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_high_wind_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_lightning_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_strong_wind_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_thunderstorm_wind_sum,-0.03059212129088099
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_tornado_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_tropical_storm_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",storm_event_type_wildfire_sum,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",fema_disaster_total_count,0.0
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmax_average_temp_f_mean,-0.3607789687026133
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmax_average_temp_f_volatility,0.5170573693495614
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmax_max_temp_f_volatility,0.5311412484149773
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmax_min_temp_f_volatility,0.3934567983190886
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmax_trend_slope_temp_f_mean,-1.167621538257297
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmax_trend_slope_temp_f_volatility,0.4044712863213596
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmin_average_temp_f_mean,-0.4359126939896706
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmin_average_temp_f_volatility,0.35564674571760496
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmin_max_temp_f_volatility,0.5874385836114991
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmin_min_temp_f_volatility,0.67929509215817
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmin_trend_slope_temp_f_mean,-0.46677850472875404
0,"Transfer-reliant, temperature-variable severe-storm counties",temperature_tmin_trend_slope_temp_f_volatility,0.15629774112015393
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_log_population_avg,-0.125811544819601
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_per_capita_income_avg,-0.24420437793079164
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_employment_rate_proxy_avg,-0.0033926392421820785
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_Average Weekly Wage_avg,-0.28025009500670295
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_transfer_receipts_share_avg,0.5685232428617735
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_dividends_rent_share_avg,-0.17413558707703272
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_proprietors_income_share_avg,-0.23933639978579996
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_youth_share_avg,0.06353347216874979
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_prime_working_age_share_avg,-0.011852722862277213
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_senior_share_avg,-0.032379624088982185
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_male_share_avg,-0.022681217503917675
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_white_share_avg,0.017844515469579134
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_black_share_avg,0.03499782327362848
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_asian_share_avg,-0.04678723271097313
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_hispanic_share_avg,-0.06890921338898505
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_natural_increase_rate_avg,-0.1431080583080081
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_international_migration_rate_avg,-0.08583334837800809
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_domestic_migration_rate_avg,0.014884160462423144
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_log_population_latest,-0.12813847601905046
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_per_capita_income_latest,-0.20306681124513423
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_employment_rate_proxy_latest,-0.002980836561408221
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_Average Weekly Wage_latest,-0.2838311726114861
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_transfer_receipts_share_latest,0.5394744247013196
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_dividends_rent_share_latest,-0.1902964649864732
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_proprietors_income_share_latest,-0.13107022036960625
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_youth_share_latest,0.06481103294479641
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_prime_working_age_share_latest,-0.0002635742902703918
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_senior_share_latest,-0.03993988929180311
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_male_share_latest,-0.01900196695549732
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_white_share_latest,0.02555697119716623
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_black_share_latest,0.04083474657657961
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_asian_share_latest,-0.045142033737274975
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_hispanic_share_latest,-0.08207177858309651
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_natural_increase_rate_latest,-0.14634779731366124
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_international_migration_rate_latest,-0.07368863250422394
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_domestic_migration_rate_latest,0.042294856952803064
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_log_population_slope,-0.1150032376930611
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_per_capita_income_slope,-0.14668248979740894
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_Average Weekly Wage_slope,-0.26795859013583606
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_employment_rate_proxy_slope,0.0009370334828371666
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_domestic_migration_rate_slope,0.0947589815931128
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_senior_share_slope,-0.20261499902747174
0,"Transfer-reliant, temperature-variable severe-storm counties",econ_pop_hispanic_share_slope,-0.0634570697939488
1,High-tax northern housing-market storm-risk counties,housing_median_sale_price_latest,0.008851597472439823
1,High-tax northern housing-market storm-risk counties,housing_median_sale_price_mean_last_12,-0.020801817449244083
1,High-tax northern housing-market storm-risk counties,housing_median_sale_price_change_12,6.498168593758426e-06
1,High-tax northern housing-market storm-risk counties,housing_median_sale_price_change_36,0.0725854438413301
1,High-tax northern housing-market storm-risk counties,housing_median_sale_price_slope,-2.406532028602951e-05
1,High-tax northern housing-market storm-risk counties,housing_median_sale_price_volatility,-0.05011985991566154
1,High-tax northern housing-market storm-risk counties,housing_median_ppsf_latest,0.03201966145687958
1,High-tax northern housing-market storm-risk counties,housing_median_ppsf_mean_last_12,0.04873165620853354
1,High-tax northern housing-market storm-risk counties,housing_median_ppsf_change_12,0.025380531753517812
1,High-tax northern housing-market storm-risk counties,housing_median_ppsf_change_36,0.04200182419222395
1,High-tax northern housing-market storm-risk counties,housing_median_ppsf_slope,-0.00010523101283734934
1,High-tax northern housing-market storm-risk counties,housing_median_ppsf_volatility,-0.0023894790614319037
1,High-tax northern housing-market storm-risk counties,housing_inventory_change_12,-0.08294441309686972
1,High-tax northern housing-market storm-risk counties,housing_inventory_change_36,-0.1782113648004794
1,High-tax northern housing-market storm-risk counties,housing_inventory_slope,-0.16852428387107998
1,High-tax northern housing-market storm-risk counties,housing_inventory_volatility,0.15378762009098487
1,High-tax northern housing-market storm-risk counties,housing_months_of_supply_latest,-0.10069070007780727
1,High-tax northern housing-market storm-risk counties,housing_months_of_supply_mean_last_12,-0.137416741987
1,High-tax northern housing-market storm-risk counties,housing_months_of_supply_change_12,-0.02392682194943448
1,High-tax northern housing-market storm-risk counties,housing_months_of_supply_change_36,-0.07121882008647576
1,High-tax northern housing-market storm-risk counties,housing_months_of_supply_slope,-0.12519822698668626
1,High-tax northern housing-market storm-risk counties,housing_months_of_supply_volatility,-0.10933422963795879
1,High-tax northern housing-market storm-risk counties,housing_median_dom_latest,-0.18729199166125474
1,High-tax northern housing-market storm-risk counties,housing_median_dom_mean_last_12,-0.37466336602559897
1,High-tax northern housing-market storm-risk counties,housing_median_dom_change_12,-0.010615250635288294
1,High-tax northern housing-market storm-risk counties,housing_median_dom_change_36,-0.009690278141458817
1,High-tax northern housing-market storm-risk counties,housing_median_dom_slope,-0.019572412537597537
1,High-tax northern housing-market storm-risk counties,housing_median_dom_volatility,-0.038697096587704885
1,High-tax northern housing-market storm-risk counties,housing_sold_above_list_latest,0.6272608476874318
1,High-tax northern housing-market storm-risk counties,housing_sold_above_list_mean_last_12,0.9495087135599172
1,High-tax northern housing-market storm-risk counties,housing_sold_above_list_change_12,0.09977472121867605
1,High-tax northern housing-market storm-risk counties,housing_sold_above_list_change_36,0.22606586003147128
1,High-tax northern housing-market storm-risk counties,housing_sold_above_list_slope,0.03903870719051261
1,High-tax northern housing-market storm-risk counties,housing_sold_above_list_volatility,-0.19744309322224274
1,High-tax northern housing-market storm-risk counties,housing_avg_sale_to_list_latest,0.01754464333012524
1,High-tax northern housing-market storm-risk counties,housing_avg_sale_to_list_mean_last_12,0.2891372411824189
1,High-tax northern housing-market storm-risk counties,housing_avg_sale_to_list_change_12,-0.01298495357453125
1,High-tax northern housing-market storm-risk counties,housing_avg_sale_to_list_change_36,0.041328817858014226
1,High-tax northern housing-market storm-risk counties,housing_avg_sale_to_list_slope,0.01640727003361535
1,High-tax northern housing-market storm-risk counties,housing_avg_sale_to_list_volatility,-0.10987813737943616
1,High-tax northern housing-market storm-risk counties,housing_new_listings_change_12,-0.11715954183939123
1,High-tax northern housing-market storm-risk counties,housing_new_listings_change_36,-0.13373254224752656
1,High-tax northern housing-market storm-risk counties,housing_new_listings_slope,-0.0726303006343085
1,High-tax northern housing-market storm-risk counties,housing_new_listings_volatility,0.1894565820331588
1,High-tax northern housing-market storm-risk counties,housing_homes_sold_change_12,-0.01264868894027167
1,High-tax northern housing-market storm-risk counties,housing_homes_sold_change_36,0.0
1,High-tax northern housing-market storm-risk counties,housing_homes_sold_slope,-0.09210518190646627
1,High-tax northern housing-market storm-risk counties,housing_homes_sold_volatility,0.16161150007807296
1,High-tax northern housing-market storm-risk counties,nri_risk_score,0.5373084686543607
1,High-tax northern housing-market storm-risk counties,nri_risk_value_per_capita,-0.34440415736706953
1,High-tax northern housing-market storm-risk counties,nri_hazard_avalanche_score,1.533912459644871
1,High-tax northern housing-market storm-risk counties,nri_hazard_avalanche_pct_nation,2.345897901495482
1,High-tax northern housing-market storm-risk counties,nri_hazard_coastal_flooding_score,0.0
1,High-tax northern housing-market storm-risk counties,nri_hazard_coastal_flooding_pct_nation,0.0
1,High-tax northern housing-market storm-risk counties,nri_hazard_cold_wave_score,-0.23205026561745434
1,High-tax northern housing-market storm-risk counties,nri_hazard_cold_wave_pct_nation,-0.23127827791246763
1,High-tax northern housing-market storm-risk counties,nri_hazard_drought_score,-1.6675762380144248
1,High-tax northern housing-market storm-risk counties,nri_hazard_drought_pct_nation,-1.7272982555870577
1,High-tax northern housing-market storm-risk counties,nri_hazard_earthquake_score,0.05510318809924713
1,High-tax northern housing-market storm-risk counties,nri_hazard_earthquake_pct_nation,0.0550109880213625
1,High-tax northern housing-market storm-risk counties,nri_hazard_hail_score,-0.6195036106184256
1,High-tax northern housing-market storm-risk counties,nri_hazard_hail_pct_nation,-0.6189300579484438
1,High-tax northern housing-market storm-risk counties,nri_hazard_hurricane_score,0.998911669252618
1,High-tax northern housing-market storm-risk counties,nri_hazard_hurricane_pct_nation,0.7194247427350756
